Tick,Evento,Tipo de Comercio,ID Pedido
810,Entró el pedido al sistema,restaurante,336
811,Se empezó a elaborar el pedido,restaurante,336
811,Finalizó el envío del pedido,restaurante,318
811,Se Termino de elaborar el pedido,restaurante,327
811,Comenzó el envio del pedido,restaurante,327
814,Finalizó el envío del pedido,farmacia,329
815,Entró el pedido al sistema,restaurante,337
816,Entró el pedido al sistema,restaurante,338
817,Se empezó a elaborar el pedido,restaurante,338
817,Se asignó el rapartidor,restaurante,334
818,Entró el pedido al sistema,farmacia,339
819,Se empezó a elaborar el pedido,farmacia,339
819,Se asignó el rapartidor,restaurante,336
819,Se Termino de elaborar el pedido,farmacia,339
819,Finalizó el envío del pedido,restaurante,325
820,Se asignó el rapartidor,farmacia,339
820,Se Termino de elaborar el pedido,restaurante,335
820,Comenzó el envio del pedido,restaurante,335
821,Se asignó el rapartidor,restaurante,332
821,Comenzó el envio del pedido,farmacia,339
822,Finalizó el envío del pedido,restaurante,327
823,Entró el pedido al sistema,restaurante,340
823,Se Termino de elaborar el pedido,restaurante,333
823,Se asignó el rapartidor,restaurante,333
824,Comenzó el envio del pedido,restaurante,333
824,Se empezó a elaborar el pedido,restaurante,340
824,Se Termino de elaborar el pedido,restaurante,334
824,Se Termino de elaborar el pedido,restaurante,332
824,Comenzó el envio del pedido,restaurante,332
824,Comenzó el envio del pedido,restaurante,334
825,Entró el pedido al sistema,restaurante,341
825,Se asignó el rapartidor,restaurante,337
826,Entró el pedido al sistema,farmacia,342
826,Se empezó a elaborar el pedido,restaurante,341
826,Entró el pedido al sistema,restaurante,343
826,Entró el pedido al sistema,restaurante,344
826,Entró el pedido al sistema,restaurante,345
827,Entró el pedido al sistema,farmacia,346
827,Se empezó a elaborar el pedido,restaurante,344
827,Se empezó a elaborar el pedido,restaurante,343
827,Se empezó a elaborar el pedido,farmacia,342
827,Se empezó a elaborar el pedido,restaurante,345
827,Finalizó el envío del pedido,restaurante,335
827,Se Termino de elaborar el pedido,farmacia,342
828,Se empezó a elaborar el pedido,farmacia,346
828,Se Termino de elaborar el pedido,farmacia,346
829,Se Termino de elaborar el pedido,restaurante,328
829,Se empezó a elaborar el pedido,restaurante,330
829,Comenzó el envio del pedido,restaurante,328
831,Entró el pedido al sistema,restaurante,347
831,Se Termino de elaborar el pedido,restaurante,324
831,Finalizó el envío del pedido,restaurante,334
831,Comenzó el envio del pedido,restaurante,324
832,Entró el pedido al sistema,restaurante,348
834,Entró el pedido al sistema,almacen,349
834,Se asignó el rapartidor,restaurante,340
834,Finalizó el envío del pedido,farmacia,339
834,Finalizó el envío del pedido,restaurante,333
835,Se empezó a elaborar el pedido,almacen,349
835,Se Termino de elaborar el pedido,restaurante,326
835,Se asignó el rapartidor,farmacia,342
835,Comenzó el envio del pedido,restaurante,326
835,Se Termino de elaborar el pedido,almacen,349
836,Se asignó el rapartidor,farmacia,346
836,Comenzó el envio del pedido,farmacia,342
836,Comenzó el envio del pedido,farmacia,346
837,Se Termino de elaborar el pedido,restaurante,338
837,Finalizó el envío del pedido,restaurante,324
838,Entró el pedido al sistema,restaurante,350
839,Se empezó a elaborar el pedido,restaurante,350
839,Se asignó el rapartidor,almacen,349
840,Se Termino de elaborar el pedido,restaurante,330
840,Comenzó el envio del pedido,almacen,349
840,Se asignó el rapartidor,restaurante,338
840,Se empezó a elaborar el pedido,restaurante,331
840,Finalizó el envío del pedido,restaurante,332
840,Comenzó el envio del pedido,restaurante,330
841,Entró el pedido al sistema,restaurante,351
841,Comenzó el envio del pedido,restaurante,338
841,Finalizó el envío del pedido,farmacia,346
841,Entró el pedido al sistema,restaurante,352
842,Se empezó a elaborar el pedido,restaurante,352
842,Se empezó a elaborar el pedido,restaurante,351
843,Entró el pedido al sistema,restaurante,353
843,Se Termino de elaborar el pedido,restaurante,341
843,Finalizó el envío del pedido,restaurante,326
843,Finalizó el envío del pedido,farmacia,342
843,Se empezó a elaborar el pedido,restaurante,347
844,Se empezó a elaborar el pedido,restaurante,353
844,Se Termino de elaborar el pedido,restaurante,344
844,Se asignó el rapartidor,restaurante,344
845,Comenzó el envio del pedido,restaurante,344
846,Se Termino de elaborar el pedido,restaurante,340
846,Se asignó el rapartidor,restaurante,348
846,Se empezó a elaborar el pedido,restaurante,348
846,Comenzó el envio del pedido,restaurante,340
847,Entró el pedido al sistema,restaurante,354
847,Finalizó el envío del pedido,restaurante,328
847,Finalizó el envío del pedido,restaurante,330
848,Se empezó a elaborar el pedido,restaurante,354
848,Se asignó el rapartidor,restaurante,341
849,Comenzó el envio del pedido,restaurante,341
849,Se asignó el rapartidor,restaurante,347
849,Finalizó el envío del pedido,restaurante,344
850,Finalizó el envío del pedido,restaurante,338
851,Entró el pedido al sistema,restaurante,355
852,Se empezó a elaborar el pedido,restaurante,355
852,Se asignó el rapartidor,restaurante,350
853,Se asignó el rapartidor,restaurante,352
854,Entró el pedido al sistema,restaurante,356
854,Se Termino de elaborar el pedido,restaurante,336
854,Entró el pedido al sistema,restaurante,357
854,Comenzó el envio del pedido,restaurante,336
855,Se empezó a elaborar el pedido,restaurante,356
855,Se asignó el rapartidor,restaurante,353
855,Finalizó el envío del pedido,restaurante,340
856,Se empezó a elaborar el pedido,restaurante,357
856,Se asignó el rapartidor,restaurante,345
856,Se Termino de elaborar el pedido,restaurante,350
856,Comenzó el envio del pedido,restaurante,350
857,Se asignó el rapartidor,restaurante,356
858,Entró el pedido al sistema,almacen,358
858,Se Termino de elaborar el pedido,restaurante,331
858,Se empezó a elaborar el pedido,restaurante,337
858,Comenzó el envio del pedido,restaurante,331
859,Entró el pedido al sistema,restaurante,359
859,Se empezó a elaborar el pedido,almacen,358
859,Finalizó el envío del pedido,almacen,349
859,Se Termino de elaborar el pedido,almacen,358
860,Entró el pedido al sistema,almacen,360
860,Se Termino de elaborar el pedido,restaurante,345
860,Se Termino de elaborar el pedido,restaurante,343
860,Finalizó el envío del pedido,restaurante,336
860,Finalizó el envío del pedido,restaurante,341
860,Entró el pedido al sistema,restaurante,361
860,Comenzó el envio del pedido,restaurante,345
861,Se empezó a elaborar el pedido,almacen,360
861,Se empezó a elaborar el pedido,restaurante,361
861,Se asignó el rapartidor,restaurante,351
861,Se Termino de elaborar el pedido,almacen,360
862,Finalizó el envío del pedido,restaurante,350
863,Entró el pedido al sistema,farmacia,362
864,Se empezó a elaborar el pedido,farmacia,362
864,Se Termino de elaborar el pedido,farmacia,362
865,Se asignó el rapartidor,almacen,358
866,Se Termino de elaborar el pedido,restaurante,351
866,Comenzó el envio del pedido,almacen,358
866,Se asignó el rapartidor,farmacia,362
866,Comenzó el envio del pedido,restaurante,351
867,Entró el pedido al sistema,restaurante,363
867,Comenzó el envio del pedido,farmacia,362
867,Se asignó el rapartidor,almacen,360
868,Entró el pedido al sistema,restaurante,364
868,Comenzó el envio del pedido,almacen,360
869,Se empezó a elaborar el pedido,restaurante,364
870,Se asignó el rapartidor,restaurante,343
871,Comenzó el envio del pedido,restaurante,343
872,Finalizó el envío del pedido,restaurante,331
873,Entró el pedido al sistema,restaurante,365
873,Se asignó el rapartidor,restaurante,354
874,Se empezó a elaborar el pedido,restaurante,365
874,Finalizó el envío del pedido,farmacia,362
875,Finalizó el envío del pedido,restaurante,351
876,Se Termino de elaborar el pedido,restaurante,354
876,Comenzó el envio del pedido,restaurante,354
877,Entró el pedido al sistema,almacen,366
878,Se empezó a elaborar el pedido,almacen,366
878,Se Termino de elaborar el pedido,restaurante,356
878,Se empezó a elaborar el pedido,restaurante,363
878,Se Termino de elaborar el pedido,almacen,366
878,Comenzó el envio del pedido,restaurante,356
879,Se Termino de elaborar el pedido,restaurante,353
879,Finalizó el envío del pedido,restaurante,345
879,Finalizó el envío del pedido,almacen,358
879,Comenzó el envio del pedido,restaurante,353
880,Se Termino de elaborar el pedido,restaurante,348
880,Se asignó el rapartidor,restaurante,361
880,Comenzó el envio del pedido,restaurante,348
882,Entró el pedido al sistema,almacen,367
882,Finalizó el envío del pedido,almacen,360
883,Entró el pedido al sistema,restaurante,368
883,Se empezó a elaborar el pedido,almacen,367
883,Se asignó el rapartidor,almacen,366
883,Se Termino de elaborar el pedido,almacen,367
884,Comenzó el envio del pedido,almacen,366
884,Se empezó a elaborar el pedido,restaurante,368
884,Se Termino de elaborar el pedido,restaurante,365
885,Se Termino de elaborar el pedido,restaurante,352
885,Entró el pedido al sistema,restaurante,369
885,Se Termino de elaborar el pedido,restaurante,364
885,Finalizó el envío del pedido,restaurante,343
885,Comenzó el envio del pedido,restaurante,352
886,Se empezó a elaborar el pedido,restaurante,369
886,Se asignó el rapartidor,almacen,367
886,Finalizó el envío del pedido,restaurante,353
887,Se Termino de elaborar el pedido,restaurante,347
887,Comenzó el envio del pedido,almacen,367
887,Se Termino de elaborar el pedido,restaurante,357
887,Se asignó el rapartidor,restaurante,359
887,Comenzó el envio del pedido,restaurante,347
887,Finalizó el envío del pedido,restaurante,356
888,Entró el pedido al sistema,farmacia,370
888,Finalizó el envío del pedido,restaurante,348
888,Entró el pedido al sistema,restaurante,371
889,Entró el pedido al sistema,restaurante,372
889,Se empezó a elaborar el pedido,farmacia,370
889,Se empezó a elaborar el pedido,restaurante,371
889,Se Termino de elaborar el pedido,farmacia,370
890,Se empezó a elaborar el pedido,restaurante,372
892,Entró el pedido al sistema,restaurante,373
892,Se Termino de elaborar el pedido,restaurante,337
892,Finalizó el envío del pedido,restaurante,354
892,Se empezó a elaborar el pedido,restaurante,359
892,Comenzó el envio del pedido,restaurante,337
893,Se empezó a elaborar el pedido,restaurante,373
894,Entró el pedido al sistema,farmacia,374
894,Se asignó el rapartidor,restaurante,357
894,Entró el pedido al sistema,restaurante,375
894,Finalizó el envío del pedido,restaurante,352
895,Se Termino de elaborar el pedido,restaurante,355
895,Se empezó a elaborar el pedido,farmacia,374
895,Comenzó el envio del pedido,restaurante,357
895,Se asignó el rapartidor,farmacia,370
895,Se Termino de elaborar el pedido,farmacia,374
896,Entró el pedido al sistema,restaurante,376
896,Comenzó el envio del pedido,farmacia,370
897,Se asignó el rapartidor,farmacia,374
897,Se Termino de elaborar el pedido,restaurante,363
897,Se empezó a elaborar el pedido,restaurante,376
897,Finalizó el envío del pedido,restaurante,337
898,Comenzó el envio del pedido,farmacia,374
898,Se asignó el rapartidor,restaurante,355
899,Entró el pedido al sistema,restaurante,377
899,Comenzó el envio del pedido,restaurante,355
899,Se asignó el rapartidor,restaurante,364
900,Comenzó el envio del pedido,restaurante,364
900,Se empezó a elaborar el pedido,restaurante,377
900,Se asignó el rapartidor,restaurante,363
901,Entró el pedido al sistema,restaurante,378
901,Se Termino de elaborar el pedido,restaurante,361
901,Comenzó el envio del pedido,restaurante,363
901,Se asignó el rapartidor,restaurante,368
901,Comenzó el envio del pedido,restaurante,361
901,Finalizó el envío del pedido,restaurante,347
902,Entró el pedido al sistema,restaurante,379
903,Entró el pedido al sistema,restaurante,380
903,Se asignó el rapartidor,restaurante,375
903,Finalizó el envío del pedido,almacen,366
904,Se empezó a elaborar el pedido,restaurante,380
904,Se asignó el rapartidor,restaurante,373
904,Finalizó el envío del pedido,almacen,367
904,Finalizó el envío del pedido,farmacia,370
905,Entró el pedido al sistema,almacen,381
906,Entró el pedido al sistema,restaurante,382
906,Se empezó a elaborar el pedido,almacen,381
906,Se Termino de elaborar el pedido,almacen,381
907,Entró el pedido al sistema,restaurante,383
907,Se empezó a elaborar el pedido,restaurante,382
907,Finalizó el envío del pedido,farmacia,374
909,Entró el pedido al sistema,restaurante,384
909,Se Termino de elaborar el pedido,restaurante,372
909,Se asignó el rapartidor,restaurante,365
909,Finalizó el envío del pedido,restaurante,357
909,Finalizó el envío del pedido,restaurante,361
910,Comenzó el envio del pedido,restaurante,365
913,Se Termino de elaborar el pedido,restaurante,373
913,Finalizó el envío del pedido,restaurante,364
913,Comenzó el envio del pedido,restaurante,373
914,Entró el pedido al sistema,restaurante,385
914,Se asignó el rapartidor,almacen,381
914,Entró el pedido al sistema,restaurante,386
915,Comenzó el envio del pedido,almacen,381
915,Se empezó a elaborar el pedido,restaurante,385
915,Se empezó a elaborar el pedido,restaurante,386
916,Entró el pedido al sistema,restaurante,387
917,Se Termino de elaborar el pedido,restaurante,376
917,Se asignó el rapartidor,restaurante,371
917,Finalizó el envío del pedido,restaurante,355
918,Se asignó el rapartidor,restaurante,378
918,Finalizó el envío del pedido,restaurante,373
919,Se Termino de elaborar el pedido,restaurante,380
919,Se asignó el rapartidor,restaurante,369
920,Finalizó el envío del pedido,restaurante,363
921,Entró el pedido al sistema,almacen,388
922,Se empezó a elaborar el pedido,almacen,388
922,Se Termino de elaborar el pedido,almacen,388
923,Entró el pedido al sistema,restaurante,389
923,Se asignó el rapartidor,restaurante,376
924,Se empezó a elaborar el pedido,restaurante,389
924,Se asignó el rapartidor,almacen,388
924,Comenzó el envio del pedido,restaurante,376
925,Entró el pedido al sistema,restaurante,390
925,Se Termino de elaborar el pedido,restaurante,368
925,Comenzó el envio del pedido,almacen,388
